# Initial guess: [-7.13711867e-04  5.27124702e-01  1.73778234e+02]
# Polynomial degree: 2
#            2
# -0.004715 x + 1.232 x + 143.4
# dam bottom method: grwl_intersection
CumArea,Elevation,Storage,Storage (mil. m3),Elevation_Observed
35.0,180.7907068760883,687458272.7245294,687.4582727245294,
35.25,181.01599492093908,696825925.6345117,696.8259256345117,
35.5,181.24069353910915,706249826.8773717,706.2498268773717,
35.75,181.46480273059856,715729829.096439,715.729829096439,
36.0,181.68832249540725,725265784.9350437,725.2657849350437,
36.25,181.9112528335353,734857547.0365155,734.8575470365155,
36.5,182.1335937449826,744504968.0441841,744.504968044184,
36.75,182.35534522974925,754207900.6013795,754.2079006013795,
37.0,182.5765072878352,763966197.3514315,763.9661973514314,
37.25,182.79707991924045,773779710.9376699,773.7797109376698,
37.5,183.01706312396504,783648294.0034245,783.6482940034244,
37.75,183.2364569020089,793571799.1920252,793.5717991920252,
38.0,183.4552612533721,803550079.1468017,803.5500791468016,
38.25,183.6734761780546,813582986.511084,813.582986511084,
38.5,183.89110167605645,823670373.9282018,823.6703739282018,
38.75,184.10813774737758,833812094.041485,833.8120940414849,
39.0,184.32458439201804,844007999.4942633,844.0079994942632,
39.25,184.54044160997776,854257942.9298667,854.2579429298667,
39.5,184.75570940125684,864561776.991625,864.5617769916249,
39.75,184.9703877658552,874919354.3228679,874.9193543228678,
40.0,185.1844767037729,885330527.5669253,885.3305275669253,
40.25,185.39797621500992,895795149.3671271,895.795149367127,
40.5,185.61088629956623,906313072.366803,906.313072366803,
40.75,185.82320695744184,916884149.209283,916.884149209283,
41.0,186.03493818863677,927508232.5378968,927.5082325378967,
41.25,186.24607999315103,938185174.9959742,938.1851749959742,
41.5,186.45663237098458,948914829.226845,948.914829226845,
41.75,186.66659532213745,959697047.8738391,959.6970478738391,
42.0,186.87596884660962,970531683.5802864,970.5316835802863,
42.25,187.08475294440112,981418588.9895166,981.4185889895166,
42.5,187.29294761551193,992357616.7448597,992.3576167448597,
42.75,187.50055285994205,1003348619.4896454,1003.3486194896453,
43.0,187.70756867769146,1014391449.8672035,1014.3914498672034,
43.25,187.9139950687602,1025485960.5208639,1025.485960520864,
43.5,188.11983203314824,1036632004.0939564,1036.6320040939563,
43.75,188.32507957085562,1047829433.2298107,1047.8294332298108,
44.0,188.5297376818823,1059078100.5717568,1059.0781005717567,
44.25,188.73380636622827,1070377858.7631246,1070.3778587631246,
44.5,188.93728562389356,1081728560.4472437,1081.7285604472436,
44.75,189.14017545487815,1093130058.2674441,1093.1300582674442,
45.0,189.3424758591821,1104582204.8670557,1104.5822048670557,
45.25,189.54418683680532,1116084852.889408,1116.084852889408,
45.5,189.74530838774785,1127637854.9778311,1127.637854977831,
45.75,189.9458405120097,1139241063.7756548,1139.2410637756548,
46.0,190.14578320959086,1150894331.9262087,1150.8943319262087,
46.25,190.34513648049133,1162597512.0728228,1162.5975120728228,
46.5,190.54390032471113,1174350456.858827,1174.350456858827,
46.75,190.74207474225022,1186153018.9275513,1186.1530189275513,
47.0,190.93965973310864,1198005050.9223251,1198.0050509223252,
47.25,191.13665529728635,1209906405.4864783,1209.9064054864782,
47.5,191.3330614347834,1221856935.263341,1221.8569352633408,
47.75,191.52887814559972,1233856492.8962429,1233.8564928962428,
48.0,191.7241054297354,1245904931.0285137,1245.9049310285136,
48.25,191.91874328719035,1258002102.3034832,1258.0021023034833,
48.5,192.11279171796463,1270147859.3644814,1270.1478593644813,
48.75,192.30625072205822,1282342054.8548381,1282.3420548548381,
49.0,192.49912029947112,1294584541.4178832,1294.5845414178832,
49.25,192.69140045020333,1306875171.6969464,1306.8751716969464,
49.5,192.88309117425484,1319213798.3353577,1319.2137983353575,
49.75,193.0741924716257,1331600273.9764466,1331.6002739764465,
50.0,193.26470434231584,1344034451.2635431,1344.0344512635431,
50.25,193.4546267863253,1356516182.8399773,1356.516182839977,
50.5,193.64395980365407,1369045321.3490787,1369.0453213490787,
50.75,193.83270339430214,1381621719.4341772,1381.621719434177,
51.0,194.02085755826954,1394245229.7386026,1394.2452297386026,
51.25,194.20842229555626,1406915704.9056847,1406.9157049056846,
51.5,194.39539760616225,1419632997.5787535,1419.6329975787535,
51.75,194.5817834900876,1432396960.4011385,1432.3969604011386,
